crime_date,primary_type,count
2021-11-26,CRIMINAL TRESPASS,5
2021-11-26,LIQUOR LAW VIOLATION,1
2021-11-26,ROBBERY,26
2021-11-26,MOTOR VEHICLE THEFT,24
2021-11-26,DECEPTIVE PRACTICE,51
2021-11-26,PUBLIC PEACE VIOLATION,1
2021-11-26,WEAPONS VIOLATION,28
2021-11-26,NARCOTICS,8
2021-11-26,OTHER OFFENSE,32
2021-11-26,CRIMINAL SEXUAL ASSAULT,1
2021-11-26,BURGLARY,19
2021-11-26,THEFT,131
2021-11-26,ARSON,1
2021-11-26,INTERFERENCE WITH PUBLIC OFFICER,3
2021-11-27,SEX OFFENSE,3
2021-11-27,MOTOR VEHICLE THEFT,48
2021-11-27,LIQUOR LAW VIOLATION,2
2021-11-27,PUBLIC PEACE VIOLATION,1
2021-11-27,ROBBERY,27
2021-11-27,OFFENSE INVOLVING CHILDREN,5
2021-11-27,HOMICIDE,2
2021-11-27,DECEPTIVE PRACTICE,27
2021-11-27,THEFT,135
2021-11-27,ASSAULT,44
2021-11-27,BURGLARY,24
2021-11-27,CRIMINAL DAMAGE,62
2021-11-27,CRIMINAL TRESPASS,11
2021-11-27,CRIMINAL SEXUAL ASSAULT,6
2021-11-27,WEAPONS VIOLATION,32
2021-11-27,NARCOTICS,5
2021-11-27,BATTERY,91
2021-11-27,OTHER OFFENSE,23
2021-11-27,ARSON,2
2021-11-28,HOMICIDE,2
2021-11-28,WEAPONS VIOLATION,24
2021-11-28,MOTOR VEHICLE THEFT,28
2021-11-28,ASSAULT,64
2021-11-28,STALKING,2
2021-11-28,DECEPTIVE PRACTICE,25
2021-11-28,CRIMINAL TRESPASS,12
2021-11-28,ROBBERY,22
2021-11-28,OFFENSE INVOLVING CHILDREN,6
2021-11-28,SEX OFFENSE,3
2021-11-28,NARCOTICS,7
2021-11-28,BATTERY,131
2021-11-28,BURGLARY,14
2021-11-28,THEFT,94
2021-11-28,PUBLIC PEACE VIOLATION,3
2021-11-28,CRIMINAL SEXUAL ASSAULT,4
2021-11-28,ARSON,1
2021-11-28,CONCEALED CARRY LICENSE VIOLATION,1
2021-11-28,LIQUOR LAW VIOLATION,5
2021-11-28,CRIMINAL DAMAGE,77
2021-11-28,OTHER OFFENSE,42
2021-11-29,OTHER OFFENSE,38
2021-11-29,NARCOTICS,8
2021-11-29,SEX OFFENSE,2
2021-11-29,THEFT,156
2021-11-29,DECEPTIVE PRACTICE,49
2021-11-29,WEAPONS VIOLATION,23
2021-11-29,MOTOR VEHICLE THEFT,42
2021-11-29,CRIMINAL DAMAGE,59
2021-11-29,ARSON,2
2021-11-29,PUBLIC PEACE VIOLATION,3
2021-11-29,BATTERY,101
2021-11-29,CRIMINAL TRESPASS,7
2021-11-29,OFFENSE INVOLVING CHILDREN,6
2021-11-29,ROBBERY,19
2021-11-29,BURGLARY,29
2021-11-29,STALKING,1
2021-11-29,CRIMINAL SEXUAL ASSAULT,2
2021-11-29,ASSAULT,53
2021-11-29,HOMICIDE,1
2021-11-30,ASSAULT,54
2021-11-30,OFFENSE INVOLVING CHILDREN,2
2021-11-30,ARSON,1
2021-11-30,CRIMINAL DAMAGE,43
2021-11-30,INTERFERENCE WITH PUBLIC OFFICER,1
2021-11-30,WEAPONS VIOLATION,21
2021-11-30,SEX OFFENSE,4
2021-11-30,CONCEALED CARRY LICENSE VIOLATION,1
2021-11-30,NARCOTICS,15
2021-11-30,BATTERY,98
2021-11-30,CRIMINAL SEXUAL ASSAULT,4
2021-11-30,OTHER OFFENSE,32
2021-11-30,DECEPTIVE PRACTICE,46
2021-11-30,ROBBERY,26
2021-11-30,MOTOR VEHICLE THEFT,40
2021-11-30,BURGLARY,25
2021-11-30,PUBLIC PEACE VIOLATION,4
2021-11-30,CRIMINAL TRESPASS,10
2021-11-30,THEFT,144
2021-12-01,ROBBERY,31
2021-12-01,PUBLIC PEACE VIOLATION,3
2021-12-01,SEX OFFENSE,7
2021-12-01,CRIMINAL DAMAGE,61
2021-12-01,HOMICIDE,3
2021-12-01,OTHER OFFENSE,50
2021-12-01,WEAPONS VIOLATION,15
2021-12-01,NARCOTICS,15
2021-12-01,DECEPTIVE PRACTICE,107
2021-12-01,CRIMINAL TRESPASS,11
2021-12-01,MOTOR VEHICLE THEFT,51
2021-12-01,BURGLARY,19
2021-12-01,CRIMINAL SEXUAL ASSAULT,6
2021-12-01,ARSON,3
2021-12-01,BATTERY,105
2021-12-01,OFFENSE INVOLVING CHILDREN,11
2021-12-01,INTERFERENCE WITH PUBLIC OFFICER,2
2021-12-01,OBSCENITY,1
2021-12-01,ASSAULT,69
2021-12-01,THEFT,151
2021-12-02,ROBBERY,32
2021-12-02,BURGLARY,23
2021-12-02,PUBLIC PEACE VIOLATION,1
2021-12-02,ASSAULT,80
2021-12-02,ARSON,1
2021-12-02,OFFENSE INVOLVING CHILDREN,11
2021-12-02,CRIMINAL DAMAGE,68
2021-12-02,CRIMINAL TRESPASS,11
2021-12-02,BATTERY,105
2021-12-02,MOTOR VEHICLE THEFT,36
2021-12-02,HOMICIDE,3
2021-12-02,OTHER OFFENSE,43
2021-12-02,INTERFERENCE WITH PUBLIC OFFICER,1
2021-12-02,NARCOTICS,16
2021-12-02,DECEPTIVE PRACTICE,39
2021-12-02,SEX OFFENSE,2
2021-12-02,STALKING,2
2021-12-02,WEAPONS VIOLATION,24
2021-12-02,CRIMINAL SEXUAL ASSAULT,11
2021-12-02,LIQUOR LAW VIOLATION,1
2021-12-02,THEFT,119
2021-12-03,CRIMINAL TRESPASS,8
2021-12-03,ROBBERY,32
2021-12-03,NARCOTICS,7
2021-12-03,INTERFERENCE WITH PUBLIC OFFICER,3
2021-12-03,CRIMINAL DAMAGE,66
2021-12-03,ASSAULT,69
2021-12-03,HOMICIDE,3
2021-12-03,THEFT,150
2021-12-03,BATTERY,121
2021-12-03,ARSON,4
2021-12-03,OTHER OFFENSE,42
2021-12-03,BURGLARY,29
2021-12-03,CRIMINAL SEXUAL ASSAULT,4
2021-12-03,WEAPONS VIOLATION,29
2021-12-03,MOTOR VEHICLE THEFT,54
2021-12-03,KIDNAPPING,1
2021-12-03,PUBLIC PEACE VIOLATION,3
2021-12-03,SEX OFFENSE,4
2021-12-03,OFFENSE INVOLVING CHILDREN,4
2021-12-03,DECEPTIVE PRACTICE,43
2021-12-04,OTHER OFFENSE,32
2021-12-04,OFFENSE INVOLVING CHILDREN,3
2021-12-04,MOTOR VEHICLE THEFT,36
2021-12-04,BURGLARY,30
2021-12-04,ASSAULT,46
2021-12-04,CRIMINAL TRESPASS,7
2021-12-04,HOMICIDE,4
2021-12-04,STALKING,1
2021-12-04,INTERFERENCE WITH PUBLIC OFFICER,1
2021-12-04,BATTERY,114
2021-12-04,CRIMINAL SEXUAL ASSAULT,6
2021-12-04,CRIMINAL DAMAGE,66
2021-12-04,NARCOTICS,7
2021-12-04,SEX OFFENSE,4
2021-12-04,INTIMIDATION,1
2021-12-04,LIQUOR LAW VIOLATION,1
2021-12-04,WEAPONS VIOLATION,32
2021-12-04,ROBBERY,41
2021-12-04,THEFT,129
2021-12-04,PUBLIC PEACE VIOLATION,5
2021-12-04,DECEPTIVE PRACTICE,37
2021-12-04,ARSON,2
2021-12-05,SEX OFFENSE,4
2021-12-05,OFFENSE INVOLVING CHILDREN,7
2021-12-05,BATTERY,118
2021-12-05,LIQUOR LAW VIOLATION,1
2021-12-05,PUBLIC PEACE VIOLATION,1
2021-12-05,HOMICIDE,2
2021-12-05,ROBBERY,28
2021-12-05,THEFT,106
2021-12-05,BURGLARY,21
2021-12-05,INTERFERENCE WITH PUBLIC OFFICER,1
2021-12-05,OTHER OFFENSE,42
2021-12-05,CRIMINAL SEXUAL ASSAULT,5
2021-12-05,ASSAULT,56
2021-12-05,MOTOR VEHICLE THEFT,42
2021-12-05,WEAPONS VIOLATION,20
2021-12-05,DECEPTIVE PRACTICE,17
2021-12-05,CRIMINAL DAMAGE,64
2021-12-05,NARCOTICS,3
2021-12-05,CRIMINAL TRESPASS,14
2021-12-05,ARSON,4
2021-12-06,INTIMIDATION,1
2021-12-06,ASSAULT,51
2021-12-06,DECEPTIVE PRACTICE,36
2021-12-06,NON-CRIMINAL,1
2021-12-06,STALKING,3
2021-12-06,MOTOR VEHICLE THEFT,32
2021-12-06,BURGLARY,17
2021-12-06,CRIMINAL SEXUAL ASSAULT,6
2021-12-06,CRIMINAL TRESPASS,6
2021-12-06,PUBLIC PEACE VIOLATION,2
2021-12-06,WEAPONS VIOLATION,15
2021-12-06,NARCOTICS,10
2021-12-06,OTHER OFFENSE,27
2021-12-06,BATTERY,106
2021-12-06,SEX OFFENSE,5
2021-12-06,OFFENSE INVOLVING CHILDREN,8
2021-12-06,CRIMINAL DAMAGE,60
2021-12-06,ROBBERY,40
2021-12-06,THEFT,132
2021-12-06,INTERFERENCE WITH PUBLIC OFFICER,1
2021-12-07,INTERFERENCE WITH PUBLIC OFFICER,1
2021-12-07,PUBLIC PEACE VIOLATION,1
2021-12-07,THEFT,120
2021-12-07,MOTOR VEHICLE THEFT,29
2021-12-07,CRIMINAL SEXUAL ASSAULT,3
2021-12-07,HOMICIDE,2
2021-12-07,OTHER OFFENSE,22
2021-12-07,ARSON,2
2021-12-07,ROBBERY,22
2021-12-07,ASSAULT,46
2021-12-07,WEAPONS VIOLATION,9
2021-12-07,CRIMINAL DAMAGE,62
2021-12-07,OFFENSE INVOLVING CHILDREN,5
2021-12-07,BATTERY,107
2021-12-07,DECEPTIVE PRACTICE,52
2021-12-07,BURGLARY,19
2021-12-07,CRIMINAL TRESPASS,9
2021-12-07,NARCOTICS,10
2021-12-07,SEX OFFENSE,5
2021-12-08,NARCOTICS,10
2021-12-08,ROBBERY,32
2021-12-08,ARSON,1
2021-12-08,CONCEALED CARRY LICENSE VIOLATION,1
2021-12-08,CRIMINAL DAMAGE,73
2021-12-08,BATTERY,97
2021-12-08,BURGLARY,26
2021-12-08,ASSAULT,52
2021-12-08,OFFENSE INVOLVING CHILDREN,6
2021-12-08,STALKING,2
2021-12-08,OTHER OFFENSE,51
2021-12-08,MOTOR VEHICLE THEFT,42
2021-12-08,CRIMINAL TRESPASS,13
2021-12-08,DECEPTIVE PRACTICE,41
2021-12-08,INTERFERENCE WITH PUBLIC OFFICER,1
2021-12-08,HOMICIDE,1
2021-12-08,CRIMINAL SEXUAL ASSAULT,1
2021-12-08,SEX OFFENSE,3
2021-12-08,WEAPONS VIOLATION,26
2021-12-08,THEFT,125
2021-12-09,ASSAULT,56
2021-12-09,OFFENSE INVOLVING CHILDREN,4
2021-12-09,THEFT,146
2021-12-09,OTHER OFFENSE,35
2021-12-09,STALKING,1
2021-12-09,SEX OFFENSE,3
2021-12-09,WEAPONS VIOLATION,21
2021-12-09,ARSON,3
2021-12-09,CRIMINAL SEXUAL ASSAULT,5
2021-12-09,PUBLIC PEACE VIOLATION,1
2021-12-09,ROBBERY,29
2021-12-09,NARCOTICS,9
2021-12-09,CRIMINAL DAMAGE,56
2021-12-09,DECEPTIVE PRACTICE,38
2021-12-09,HOMICIDE,2
2021-12-09,CRIMINAL TRESPASS,9
2021-12-09,BURGLARY,26
2021-12-09,BATTERY,102
2021-12-09,MOTOR VEHICLE THEFT,38
2021-12-10,BATTERY,101
2021-12-10,ARSON,2
2021-12-10,KIDNAPPING,2
2021-12-10,BURGLARY,25
2021-12-10,MOTOR VEHICLE THEFT,38
2021-12-10,DECEPTIVE PRACTICE,51
2021-12-10,NARCOTICS,10
2021-12-10,ASSAULT,52
2021-12-10,OFFENSE INVOLVING CHILDREN,9
2021-12-10,OTHER OFFENSE,30
2021-12-10,CRIMINAL DAMAGE,71
2021-12-10,THEFT,139
2021-12-10,PUBLIC PEACE VIOLATION,2
2021-12-10,CRIMINAL TRESPASS,8
2021-12-10,WEAPONS VIOLATION,24
2021-12-10,HOMICIDE,1
2021-12-10,INTERFERENCE WITH PUBLIC OFFICER,2
2021-12-10,ROBBERY,24
2021-12-10,CRIMINAL SEXUAL ASSAULT,6
2021-12-10,SEX OFFENSE,2
2021-12-11,WEAPONS VIOLATION,21
2021-12-11,CRIMINAL TRESPASS,9
2021-12-11,PUBLIC PEACE VIOLATION,5
2021-12-11,DECEPTIVE PRACTICE,26
2021-12-11,OTHER OFFENSE,25
2021-12-11,CONCEALED CARRY LICENSE VIOLATION,1
2021-12-11,ASSAULT,48
2021-12-11,NARCOTICS,12
2021-12-11,CRIMINAL SEXUAL ASSAULT,7
2021-12-11,CRIMINAL DAMAGE,74
2021-12-11,MOTOR VEHICLE THEFT,50
2021-12-11,HOMICIDE,3
2021-12-11,LIQUOR LAW VIOLATION,3
2021-12-11,THEFT,115
2021-12-11,BATTERY,78
2021-12-11,STALKING,1
2021-12-11,BURGLARY,18
2021-12-11,SEX OFFENSE,5
2021-12-11,ROBBERY,47
2021-12-11,OFFENSE INVOLVING CHILDREN,2
2021-12-12,OFFENSE INVOLVING CHILDREN,2
2021-12-12,THEFT,122
2021-12-12,BATTERY,122
2021-12-12,NARCOTICS,8
2021-12-12,CRIMINAL DAMAGE,78
2021-12-12,CRIMINAL TRESPASS,9
2021-12-12,OTHER OFFENSE,39
2021-12-12,HOMICIDE,1
2021-12-12,SEX OFFENSE,1
2021-12-12,PUBLIC PEACE VIOLATION,1
2021-12-12,WEAPONS VIOLATION,25
2021-12-12,DECEPTIVE PRACTICE,24
2021-12-12,MOTOR VEHICLE THEFT,40
2021-12-12,CRIMINAL SEXUAL ASSAULT,6
2021-12-12,ASSAULT,60
2021-12-12,PROSTITUTION,7
2021-12-12,ROBBERY,29
2021-12-12,BURGLARY,20
2021-12-12,INTERFERENCE WITH PUBLIC OFFICER,1
2021-12-13,WEAPONS VIOLATION,20
2021-12-13,ASSAULT,52
2021-12-13,HOMICIDE,2
2021-12-13,ARSON,1
2021-12-13,SEX OFFENSE,3
2021-12-13,MOTOR VEHICLE THEFT,39
2021-12-13,STALKING,2
2021-12-13,BATTERY,102
2021-12-13,DECEPTIVE PRACTICE,42
2021-12-13,OFFENSE INVOLVING CHILDREN,8
2021-12-13,THEFT,137
2021-12-13,CRIMINAL TRESPASS,8
2021-12-13,ROBBERY,22
2021-12-13,OTHER OFFENSE,32
2021-12-13,INTERFERENCE WITH PUBLIC OFFICER,1
2021-12-13,CRIMINAL DAMAGE,77
2021-12-13,PUBLIC PEACE VIOLATION,5
2021-12-13,NARCOTICS,11
2021-12-13,CRIMINAL SEXUAL ASSAULT,7
2021-12-13,INTIMIDATION,2
2021-12-13,BURGLARY,34
2021-12-14,WEAPONS VIOLATION,24
2021-12-14,CRIMINAL SEXUAL ASSAULT,6
2021-12-14,CRIMINAL TRESPASS,7
2021-12-14,CRIMINAL DAMAGE,55
2021-12-14,ARSON,1
2021-12-14,BURGLARY,23
2021-12-14,STALKING,1
2021-12-14,INTERFERENCE WITH PUBLIC OFFICER,2
2021-12-14,INTIMIDATION,1
2021-12-14,NARCOTICS,7
2021-12-14,ASSAULT,62
2021-12-14,PUBLIC PEACE VIOLATION,1
2021-12-14,MOTOR VEHICLE THEFT,30
2021-12-14,DECEPTIVE PRACTICE,43
2021-12-14,THEFT,144
2021-12-14,BATTERY,95
2021-12-14,HOMICIDE,5
2021-12-14,SEX OFFENSE,2
2021-12-14,OFFENSE INVOLVING CHILDREN,3
2021-12-14,ROBBERY,24
2021-12-14,OTHER OFFENSE,29
2021-12-15,SEX OFFENSE,4
2021-12-15,ARSON,2
2021-12-15,DECEPTIVE PRACTICE,43
2021-12-15,BATTERY,86
2021-12-15,MOTOR VEHICLE THEFT,36
2021-12-15,OFFENSE INVOLVING CHILDREN,4
2021-12-15,THEFT,152
2021-12-15,WEAPONS VIOLATION,16
2021-12-15,CRIMINAL SEXUAL ASSAULT,5
2021-12-15,CRIMINAL TRESPASS,14
2021-12-15,INTERFERENCE WITH PUBLIC OFFICER,2
2021-12-15,ROBBERY,44
2021-12-15,PUBLIC PEACE VIOLATION,2
2021-12-15,NARCOTICS,9
2021-12-15,STALKING,5
2021-12-15,OTHER OFFENSE,38
2021-12-15,HOMICIDE,2
2021-12-15,ASSAULT,65
2021-12-15,CRIMINAL DAMAGE,69
2021-12-15,BURGLARY,34
2021-12-16,SEX OFFENSE,3
2021-12-16,ROBBERY,48
2021-12-16,HOMICIDE,3
2021-12-16,ARSON,1
2021-12-16,MOTOR VEHICLE THEFT,31
2021-12-16,STALKING,1
2021-12-16,NARCOTICS,14
2021-12-16,OFFENSE INVOLVING CHILDREN,10
2021-12-16,CRIMINAL SEXUAL ASSAULT,3
2021-12-16,WEAPONS VIOLATION,19
2021-12-16,PUBLIC INDECENCY,1
2021-12-16,PUBLIC PEACE VIOLATION,3
2021-12-16,OTHER OFFENSE,29
2021-12-16,THEFT,136
2021-12-16,DECEPTIVE PRACTICE,41
2021-12-16,ASSAULT,48
2021-12-16,OBSCENITY,1
2021-12-16,BURGLARY,35
2021-12-16,INTIMIDATION,1
2021-12-16,CRIMINAL DAMAGE,70
2021-12-16,CRIMINAL TRESPASS,8
2021-12-16,BATTERY,100
2021-12-17,OFFENSE INVOLVING CHILDREN,7
2021-12-17,BURGLARY,20
2021-12-17,PROSTITUTION,5
2021-12-17,INTIMIDATION,1
2021-12-17,PUBLIC PEACE VIOLATION,1
2021-12-17,CRIMINAL DAMAGE,50
2021-12-17,MOTOR VEHICLE THEFT,28
2021-12-17,ARSON,2
2021-12-17,DECEPTIVE PRACTICE,28
2021-12-17,WEAPONS VIOLATION,16
2021-12-17,HOMICIDE,2
2021-12-17,ROBBERY,24
2021-12-17,SEX OFFENSE,3
2021-12-17,CRIMINAL SEXUAL ASSAULT,8
2021-12-17,STALKING,2
2021-12-17,OBSCENITY,1
2021-12-17,THEFT,156
2021-12-17,ASSAULT,55
2021-12-17,LIQUOR LAW VIOLATION,1
2021-12-17,OTHER OFFENSE,38
2021-12-17,NARCOTICS,7
2021-12-17,BATTERY,111
2021-12-17,CRIMINAL TRESPASS,8
2021-12-18,INTIMIDATION,1
2021-12-18,ASSAULT,48
2021-12-18,NARCOTICS,16
2021-12-18,DECEPTIVE PRACTICE,18
2021-12-18,PROSTITUTION,4
2021-12-18,WEAPONS VIOLATION,25
2021-12-18,SEX OFFENSE,5
2021-12-18,CRIMINAL SEXUAL ASSAULT,2
2021-12-18,THEFT,121
2021-12-18,CRIMINAL DAMAGE,69
2021-12-18,INTERFERENCE WITH PUBLIC OFFICER,1
2021-12-18,MOTOR VEHICLE THEFT,41
2021-12-18,ROBBERY,26
2021-12-18,BURGLARY,32
2021-12-18,PUBLIC PEACE VIOLATION,1
2021-12-18,BATTERY,114
2021-12-18,CRIMINAL TRESPASS,7
2021-12-18,OFFENSE INVOLVING CHILDREN,2
2021-12-18,HOMICIDE,2
2021-12-18,OTHER OFFENSE,37
2021-12-18,ARSON,3
2021-12-18,LIQUOR LAW VIOLATION,2
2021-12-19,PROSTITUTION,6
2021-12-19,ROBBERY,26
2021-12-19,BATTERY,111
2021-12-19,HOMICIDE,1
2021-12-19,CRIMINAL TRESPASS,22
2021-12-19,OTHER OFFENSE,42
2021-12-19,THEFT,94
2021-12-19,STALKING,1
2021-12-19,NARCOTICS,7
2021-12-19,MOTOR VEHICLE THEFT,28
2021-12-19,ASSAULT,41
2021-12-19,BURGLARY,23
2021-12-19,DECEPTIVE PRACTICE,29
2021-12-19,CRIMINAL DAMAGE,57
2021-12-19,WEAPONS VIOLATION,19
2021-12-19,CRIMINAL SEXUAL ASSAULT,1
2021-12-19,OFFENSE INVOLVING CHILDREN,3
2021-12-20,INTERFERENCE WITH PUBLIC OFFICER,1
2021-12-20,INTIMIDATION,1
2021-12-20,SEX OFFENSE,1
2021-12-20,ROBBERY,24
2021-12-20,MOTOR VEHICLE THEFT,33
2021-12-20,OTHER OFFENSE,42
2021-12-20,WEAPONS VIOLATION,17
2021-12-20,CRIMINAL SEXUAL ASSAULT,1
2021-12-20,BATTERY,95
2021-12-20,BURGLARY,27
2021-12-20,STALKING,1
2021-12-20,CRIMINAL TRESPASS,7
2021-12-20,NARCOTICS,4
2021-12-20,HOMICIDE,2
2021-12-20,ARSON,1
2021-12-20,DECEPTIVE PRACTICE,39
2021-12-20,THEFT,133
2021-12-20,CRIMINAL DAMAGE,56
2021-12-20,OFFENSE INVOLVING CHILDREN,7
2021-12-20,ASSAULT,51
2021-12-21,BATTERY,101
2021-12-21,CRIMINAL TRESPASS,11
2021-12-21,CRIMINAL DAMAGE,58
2021-12-21,ARSON,3
2021-12-21,ROBBERY,21
2021-12-21,PUBLIC PEACE VIOLATION,1
2021-12-21,SEX OFFENSE,1
2021-12-21,HOMICIDE,2
2021-12-21,OFFENSE INVOLVING CHILDREN,6
2021-12-21,THEFT,116
2021-12-21,ASSAULT,45
2021-12-21,DECEPTIVE PRACTICE,36
2021-12-21,STALKING,1
2021-12-21,CRIMINAL SEXUAL ASSAULT,2
2021-12-21,OTHER OFFENSE,30
2021-12-21,NARCOTICS,6
2021-12-21,WEAPONS VIOLATION,26
2021-12-21,BURGLARY,19
2021-12-21,INTERFERENCE WITH PUBLIC OFFICER,1
2021-12-21,MOTOR VEHICLE THEFT,26
2021-12-22,BATTERY,87
2021-12-22,MOTOR VEHICLE THEFT,26
2021-12-22,SEX OFFENSE,2
2021-12-22,CRIMINAL SEXUAL ASSAULT,3
2021-12-22,WEAPONS VIOLATION,18
2021-12-22,NARCOTICS,10
2021-12-22,OTHER OFFENSE,29
2021-12-22,CRIMINAL TRESPASS,6
2021-12-22,ASSAULT,31
2021-12-22,DECEPTIVE PRACTICE,37
2021-12-22,CRIMINAL DAMAGE,41
2021-12-22,HOMICIDE,1
2021-12-22,ROBBERY,39
2021-12-22,THEFT,133
2021-12-22,BURGLARY,16
2021-12-22,OFFENSE INVOLVING CHILDREN,4
2021-12-23,NARCOTICS,7
2021-12-23,ARSON,1
2021-12-23,HOMICIDE,1
2021-12-23,CRIMINAL TRESPASS,9
2021-12-23,LIQUOR LAW VIOLATION,1
2021-12-23,THEFT,131
2021-12-23,MOTOR VEHICLE THEFT,40
2021-12-23,WEAPONS VIOLATION,23
2021-12-23,OFFENSE INVOLVING CHILDREN,6
2021-12-23,ASSAULT,45
2021-12-23,BATTERY,92
2021-12-23,INTIMIDATION,2
2021-12-23,ROBBERY,29
2021-12-23,PUBLIC PEACE VIOLATION,1
2021-12-23,DECEPTIVE PRACTICE,40
2021-12-23,OTHER OFFENSE,20
2021-12-23,BURGLARY,20
2021-12-23,SEX OFFENSE,2
2021-12-23,STALKING,1
2021-12-23,CRIMINAL DAMAGE,65
2021-12-23,CRIMINAL SEXUAL ASSAULT,1
2021-12-23,KIDNAPPING,1
2021-12-24,HOMICIDE,1
2021-12-24,OFFENSE INVOLVING CHILDREN,5
2021-12-24,STALKING,1
2021-12-24,THEFT,127
2021-12-24,ASSAULT,38
2021-12-24,MOTOR VEHICLE THEFT,27
2021-12-24,INTIMIDATION,1
2021-12-24,WEAPONS VIOLATION,13
2021-12-24,CRIMINAL TRESPASS,5
2021-12-24,BATTERY,101
2021-12-24,LIQUOR LAW VIOLATION,3
2021-12-24,ROBBERY,16
2021-12-24,CRIMINAL DAMAGE,59
2021-12-24,OTHER OFFENSE,25
2021-12-24,BURGLARY,18
2021-12-24,DECEPTIVE PRACTICE,44
2021-12-25,BURGLARY,28
2021-12-25,LIQUOR LAW VIOLATION,1
2021-12-25,NARCOTICS,2
2021-12-25,MOTOR VEHICLE THEFT,29
2021-12-25,PUBLIC PEACE VIOLATION,1
2021-12-25,CRIMINAL SEXUAL ASSAULT,7
2021-12-25,CRIMINAL DAMAGE,67
2021-12-25,ARSON,1
2021-12-25,DECEPTIVE PRACTICE,23
2021-12-25,THEFT,66
2021-12-25,ROBBERY,16
2021-12-25,BATTERY,125
2021-12-25,CRIMINAL TRESPASS,7
2021-12-25,INTERFERENCE WITH PUBLIC OFFICER,1
2021-12-25,HOMICIDE,2
2021-12-25,OFFENSE INVOLVING CHILDREN,6
2021-12-25,ASSAULT,45
2021-12-25,WEAPONS VIOLATION,15
2021-12-25,OTHER OFFENSE,27
2021-12-26,PUBLIC PEACE VIOLATION,2
2021-12-26,NARCOTICS,4
2021-12-26,CRIMINAL DAMAGE,52
2021-12-26,OTHER OFFENSE,29
2021-12-26,BATTERY,109
2021-12-26,DECEPTIVE PRACTICE,37
2021-12-26,WEAPONS VIOLATION,16
2021-12-26,THEFT,87
2021-12-26,MOTOR VEHICLE THEFT,23
2021-12-26,CRIMINAL SEXUAL ASSAULT,1
2021-12-26,BURGLARY,18
2021-12-26,OFFENSE INVOLVING CHILDREN,2
2021-12-26,HOMICIDE,1
2021-12-26,ARSON,3
2021-12-26,ASSAULT,43
2021-12-26,ROBBERY,11
2021-12-26,CRIMINAL TRESPASS,9
2021-12-27,NARCOTICS,11
2021-12-27,BATTERY,103
2021-12-27,INTIMIDATION,1
2021-12-27,BURGLARY,17
2021-12-27,MOTOR VEHICLE THEFT,39
2021-12-27,ARSON,1
2021-12-27,DECEPTIVE PRACTICE,42
2021-12-27,OTHER OFFENSE,17
2021-12-27,CRIMINAL SEXUAL ASSAULT,6
2021-12-27,ASSAULT,50
2021-12-27,ROBBERY,30
2021-12-27,CRIMINAL DAMAGE,58
2021-12-27,CRIMINAL TRESPASS,11
2021-12-27,OFFENSE INVOLVING CHILDREN,5
2021-12-27,HOMICIDE,1
2021-12-27,SEX OFFENSE,3
2021-12-27,WEAPONS VIOLATION,9
2021-12-27,THEFT,107
2021-12-28,ARSON,1
2021-12-28,SEX OFFENSE,1
2021-12-28,CRIMINAL TRESPASS,4
2021-12-28,NARCOTICS,7
2021-12-28,OFFENSE INVOLVING CHILDREN,6
2021-12-28,OTHER OFFENSE,22
2021-12-28,BURGLARY,16
2021-12-28,INTIMIDATION,1
2021-12-28,CRIMINAL SEXUAL ASSAULT,4
2021-12-28,THEFT,105
2021-12-28,ASSAULT,51
2021-12-28,BATTERY,70
2021-12-28,DECEPTIVE PRACTICE,38
2021-12-28,PUBLIC PEACE VIOLATION,2
2021-12-28,CRIMINAL DAMAGE,75
2021-12-28,WEAPONS VIOLATION,11
2021-12-28,ROBBERY,17
2021-12-28,MOTOR VEHICLE THEFT,28
2021-12-29,ROBBERY,37
2021-12-29,DECEPTIVE PRACTICE,37
2021-12-29,WEAPONS VIOLATION,13
2021-12-29,ARSON,2
2021-12-29,MOTOR VEHICLE THEFT,38
2021-12-29,CRIMINAL TRESPASS,7
2021-12-29,ASSAULT,44
2021-12-29,CRIMINAL DAMAGE,59
2021-12-29,CRIMINAL SEXUAL ASSAULT,4
2021-12-29,BATTERY,79
2021-12-29,SEX OFFENSE,2
2021-12-29,THEFT,109
2021-12-29,NARCOTICS,7
2021-12-29,OFFENSE INVOLVING CHILDREN,6
2021-12-29,OTHER OFFENSE,36
2021-12-29,BURGLARY,20
2021-12-30,DECEPTIVE PRACTICE,41
2021-12-30,SEX OFFENSE,5
2021-12-30,ROBBERY,29
2021-12-30,OFFENSE INVOLVING CHILDREN,4
2021-12-30,CRIMINAL SEXUAL ASSAULT,2
2021-12-30,THEFT,134
2021-12-30,BURGLARY,24
2021-12-30,KIDNAPPING,2
2021-12-30,PUBLIC PEACE VIOLATION,1
2021-12-30,OTHER OFFENSE,24
2021-12-30,WEAPONS VIOLATION,13
2021-12-30,MOTOR VEHICLE THEFT,33
2021-12-30,INTERFERENCE WITH PUBLIC OFFICER,2
2021-12-30,ASSAULT,43
2021-12-30,CRIMINAL DAMAGE,85
2021-12-30,BATTERY,102
2021-12-30,NARCOTICS,3
2021-12-30,STALKING,1
2021-12-30,CRIMINAL TRESPASS,6
2021-12-31,KIDNAPPING,1
2021-12-31,CRIMINAL TRESPASS,8
2021-12-31,LIQUOR LAW VIOLATION,2
